customer_id,8327BLK-R,5790K-1CK,5790K-3CK,2147FW-1,2147FW-3,2147W-1,2147W-4,2147W-5,8329CH-3,2220K-1EK,2220K-3EK,2147BK-1,2147BK-3,2147BK-5,2147BK-6,8244SD-2,8329BLK-3,8490-CN,9701BLK-1,9636CC-3,1737NC-1,1737NC-3,1737NC-4,1737NC-5,2456-64,2456S,2456-13,8367CH-5,8367TP-3,8367TP-4,2601-48,2601S,1730K-2,1730K-3CK,1730-5,8202CH-TS,8202CH-CA,8244RN-3,9668BRW-2,9668BRW-3,1372-24,8216DG-2,9724BRW-2,9724BRW-3,8323-2,2147TW-1,2147TW-3,2145-1,2145-3,2145-4,8490-RC,8490-AC,8490-CR,1968-1,1968-3,1708-2,1708-3,8334BLK-3,8334BLK-2,8219-2,8327BLK-CR,8327BLK-L,8367CH-4,2147W-3,8329CH-2,2220-5,2147BK-4,8244SD-3,9636CC-2,1737NC-2,1737NC-6,8367CH-3,8367TP-5,1730K-1,1845LED-1,8244RN-2,1372-36,8216DG-3,8323-3,2145-2,8490-LR,8490-AR,1708-1,2147W-6,2220-6,8219-3,B2053TFW-1,2220F-1,2220F-3,B2053TFW-2,2220-4,2238K-3CK,1394-4,1957-DW,2238K-1CK,2238K-2CK,1916-1,8511TP-2,8511TP-3,1916-2,1916-3,1916-4,1916-5,1916-6,1924-1,1924-3,1924-4,1924-5,1924-6,1730-1,1730-2,1730-3,1730-4,1730-6,1916BK-1,1916BK-2,1916BK-3,1916BK-4,1916BK-5,1957-1,1957-3,1916BK-6
1,133.92,77.48,47.65,96.88,28.25,96.88,57.23,134.83,231.83,77.48,43.77,96.88,28.25,134.83,32.01,183.33,231.83,122.3,92.15,649.9,125.98,67.96,131.92,299.73,142.59,434.56,44.62,144.65,726.9,48.5,37.83,232.8,49.53,32.07,332.93,193.88,96.15,202.73,328.83,328.83,1815.84,327.86,319.13,319.13,173.63,348.72,113.0,53.23,24.31,190.12,211.5,111.55,192.1,106.58,28.25,38.86,37.89,1276.52,1276.52,134.83,118.4,134.71,48.5,28.25,212.43,199.82,114.46,405.46,649.9,154.29,73.72,145.38,723.25,92.03,203.58,183.33,202.73,183.33,193.03,18.49,163.81,130.95,87.18,32.01,21.34,155.2,96.88,49.35,33.1,80.57,37.83,36.06,518.0,45.06,73.88,35.06,170.89,185.0,205.0,71.15,27.05,500.4,269.1,101.7,99.88,19.12,308.0,155.0,8.0,55.88,29.06,34.06,276.0,42.0,170.89,71.15,27.05,500.4,269.1,124.88,79.06,101.7
2,133.92,77.48,47.65,96.88,28.25,96.88,57.23,134.83,231.83,77.48,43.77,96.88,28.25,134.83,32.01,183.33,231.83,122.3,92.15,649.9,125.98,67.96,131.92,299.73,142.59,434.56,44.62,144.65,726.9,48.5,37.83,232.8,49.53,32.07,332.93,193.88,96.15,202.73,328.83,328.83,1815.84,327.86,319.13,319.13,173.63,348.72,113.0,53.23,24.31,190.12,211.5,111.55,192.1,106.58,28.25,38.86,37.89,1276.52,1276.52,134.83,118.4,134.71,48.5,28.25,212.43,199.82,114.46,405.46,649.9,154.29,73.72,145.38,723.25,92.03,203.58,183.33,202.73,183.33,193.03,18.49,163.81,130.95,87.18,32.01,21.34,155.2,96.88,49.35,33.1,80.57,37.83,36.06,518.0,45.06,73.88,35.06,170.89,185.0,205.0,71.15,27.05,500.4,269.1,101.7,99.88,19.12,308.0,155.0,8.0,55.88,29.06,34.06,276.0,42.0,170.89,71.15,27.05,500.4,269.1,124.88,79.06,101.7
