Item#, Price , Net ,Description,Wt. (LB),CuFt,Page
8548BLK-1, $ 185.00 ,,SWIVEL RECLINING CHAIR W/ OTTOMAN,66.00,12.10,S-192
8548BRW-1, $ 185.00 ,,SWIVEL RECLINING CHAIR W/ OTTOMAN,66.00,12.10,S-192
8555BLK-1, $ 105.00 ,,SWIVEL RECLINING CHAIR W/ OTTOMAN,41.00,6.07,S-192
8555WHT-1, $ 105.00 ,,SWIVEL RECLINING CHAIR W/ OTTOMAN,41.00,6.07,S-192
8579DB-1, $ 145.00 , Net ,CHAIR,70.40,17.50,S-100
8579DB-2, $ 185.00 , Net ,LOVE SEAT,90.20,27.40,S-100
8579DB-3, $ 205.00 , Net ,SOFA ,116.60,37.30,S-100
9616BRW-1, $ 175.00 , Net ,CHAIR,88.00,23.72,S-90
9616BRW-2, $ 259.00 , Net ,LOVE SEAT,114.40,36.04,S-90
9616BRW-3, $ 279.00 , Net ,SOFA,149.60,49.01,S-90
9636-1, $ 205.00 , Net ,GLIDER RECLINING CHAIR,103.40,17.00,S-35
9636-2, $ 335.00 , Net ,DOUBLE GLIDER RECLINING LOVE SEAT W/ CNTR CONSOLE,191.40,33.00,S-35
9636-3, $ 335.00 , Net ,DOUBLE RECLINING SOFA,206.80,37.00,S-35
9636CC-1, $ 205.00 , Net ,GLIDER RECLINING CHAIR,103.40,17.00,S-36
9636CC-2, $ 335.00 , Net ,DOUBLE GLIDER RECLINING LOVE SEAT W/ CNTR CONSOLE,191.40,33.00,S-36
9636CC-3, $ 335.00 , Net ,DOUBLE RECLINING SOFA,206.80,37.00,S-36
9668BLK-1, $ 205.00 , Net ,GLIDER RECLINING CHAIR,99.00,20.50,S-26
9668BLK-2, $ 339.00 , Net ,DOUBLE GLIDER RECLINING LOVE SEAT W/ CNTR CONSOLE,189.20,38.90,S-26
9668BLK-3, $ 339.00 , Net ,DOUBLE RECLINING SOFA,187.00,42.40,S-26
9668BRW-1, $ 205.00 , Net ,GLIDER RECLINING CHAIR,99.00,20.50,S-25
9668BRW-2, $ 339.00 , Net ,DOUBLE GLIDER RECLINING LOVE SEAT W/ CNTR CONSOLE,189.20,38.90,S-25
9668BRW-3, $ 339.00 , Net ,DOUBLE RECLINING SOFA,187.00,42.40,S-25
9668NDB-1, $ 205.00 , Net ,GLIDER RECLINING CHAIR,99.00,20.50,S-28
9668NDB-2, $ 339.00 , Net ,DOUBLE GLIDER RECLINING LOVE SEAT W/ CNTR CONSOLE,189.20,38.90,S-28
9668NDB-3, $ 339.00 , Net ,DOUBLE RECLINING SOFA,187.00,42.49,S-28
9668NSD-1, $ 205.00 , Net ,GLIDER RECLINING CHAIR,99.00,20.50,S-27
9668NSD-2, $ 339.00 , Net ,DOUBLE GLIDER RECLINING LOVE SEAT W/ CNTR CONSOLE,189.20,38.90,S-27
9668NSD-3, $ 339.00 , Net ,DOUBLE RECLINING SOFA,187.00,42.49,S-27
9669FCP-AC, $ 95.00 , Net ,(3/5) ARMLESS CHAIR,61.60,10.50,S-22
9669FCP-CN, $ 52.04 , Net ,(4/5) CONSOLE,30.80,5.80,S-22
9669FCP-CR, $ 154.04 , Net ,(2/5) CORNER SEAT,92.40,26.20,S-22
9669FCP-LL, $ 244.88 , Net ,(1/5) LEFT SIDE RECLINING LOVE SEAT W/ CONSOLE,154.00,30.50,S-22
9669FCP-RC, $ 174.04 , Net ,(5/5) RIGHT SIDE RECLINING CHAISE,105.60,25.80,S-22
9669FCP*5, $ 720.00 , Net ,(5) SECTIONAL AS SHOWN ON S-22,444.40,98.80,S-22
9700BLK-1, $ 179.00 , Net ,RECLINER CHAIR,88.00,18.00,S-60
9700BLK-2, $ 259.00 , Net ,DOUBLE RECLINING LOVE SEAT,143.66,27.00,S-60
9700BLK-3, $ 279.00 , Net ,DOUBLE RECLINING SOFA,181.72,38.00,S-60
9700BRW-1, $ 179.00 , Net ,RECLINER CHAIR,88.00,18.00,S-59
9700BRW-2, $ 259.00 , Net ,DOUBLE RECLINING LOVE SEAT,143.66,27.00,S-59
9700BRW-3, $ 279.00 , Net ,DOUBLE RECLINING SOFA,181.72,38.00,S-59
9700FCP-1, $ 179.00 , Net ,RECLINER CHAIR,88.00,18.00,S-58
9700FCP-2, $ 259.00 , Net ,DOUBLE RECLINING LOVE SEAT,143.66,27.00,S-58
9700FCP-3, $ 279.00 , Net ,DOUBLE RECLINING SOFA,181.72,38.00,S-58
9701BLK-1, $ 95.00 , Net ,CHAIR,61.60,11.90,S-110
9701BLK-2, $ 125.00 , Net ,LOVE SEAT   ,83.60,17.50,S-110
9701BLK-3, $ 150.00 , Net ,SOFA,107.80,23.80,S-110
9715PU-1, $ 105.00 , Net ,CHAIR,68.20,10.40,S-109
9715PU-2, $ 155.00 , Net ,LOVE SEAT,88.00,18.22,S-109
9715PU-3, $ 175.00 , Net ,SOFA,112.20,22.90,S-109
9723-1, $ 235.00 , Net ,GLIDER RECLINING CHAIR,101.20,26.00,S-57
9723-2, $ 299.00 , Net ,DOUBLE RECLINING LOVE SEAT,149.60,42.50,S-57
9723-3, $ 319.00 , Net ,DOUBLE RECLINING SOFA,195.80,50.00,S-57
9724BLK-1, $ 205.00 , Net ,GLIDER RECLINING CHAIR,96.80,21.90,S-46
9724BLK-2, $ 329.00 , Net ,DOUBLE GLIDER RECLINING LOVE SEAT W/ CNTR CONSOLE,195.80,39.70,S-46
9724BLK-3, $ 329.00 , Net ,DOUBLE RECLINING SOFA W/ CNTR DROP-DOWN CUP-HLDR,206.80,44.80,S-46
9724BRW-1, $ 205.00 , Net ,GLIDER RECLINING CHAIR,96.80,21.90,S-45
9724BRW-2, $ 329.00 , Net ,DOUBLE GLIDER RECLINING LOVE SEAT W/ CNTR CONSOLE,195.80,39.70,S-45
9724BRW-3, $ 329.00 , Net ,DOUBLE RECLINING SOFA W/ CNTR DROP-DOWN CUP-HLDR,206.80,44.80,S-45
9734BK-1, $ 145.00 , Net ,CHAIR,72.60,20.23,S-106
9734BK-2, $ 185.00 , Net ,LOVE SEAT,105.60,28.51,S-106
9734BK-3, $ 205.00 , Net ,SOFA ,136.40,38.92,S-106
9734CH-1, $ 145.00 , Net ,CHAIR,70.40,18.21,S-105
9734CH-2, $ 185.00 , Net ,LOVE SEAT,101.20,28.30,S-105
9734CH-3, $ 205.00 , Net ,SOFA,129.80,38.40,S-105
9734DB-1, $ 145.00 , Net ,CHAIR,72.60,20.23,S-107
9734DB-2, $ 185.00 , Net ,LOVE SEAT,105.60,28.51,S-107
9734DB-3, $ 205.00 , Net ,SOFA ,136.40,38.92,S-107
9739-4, $ 145.00 , Net ,OTTOMAN,61.60,20.78,S-167
9739-L, $ 234.88 , Net ,(1/2) LEFT SIDE 2-SEATER,118.80,40.00,S-167
9739-R, $ 235.12 , Net ,(2/2) RIGHT SIDE CHAISE,123.22,39.00,S-167
9739*, $ 470.00 , Net ,(2) SECTIONAL AS SHOWN ON S-167 TOP,242.02,79.00,S-167
9739CH-4, $ 145.00 , Net ,OTTOMAN,61.60,18.00,S-167
9739CH-L, $ 234.88 , Net ,(1/2) LEFT SIDE 2-SEATER,118.80,40.00,S-167
9739CH-R, $ 235.12 , Net ,(2/2) RIGHT SIDE CHAISE,123.20,39.00,S-167
9739CH*, $ 470.00 , Net ,(2) SECTIONAL AS SHOWN ON S-167 BOTTOM,242.00,79.00,S-167
9769BR-1LT, $ 235.00 , Net ,POWER LIFT CHAIR,112.20,16.60,S-184
9789BRG-3LC, $ 195.00 , Net ,REVERSIBLE SOFA CHAISE,127.60,35.40,S-176
9789BRG-4, $ 59.00 , Net ,OTTOMAN,35.20,10.03,S-176
9789BU-3LC, $ 195.00 , Net ,REVERSIBLE SOFA CHAISE,127.60,35.40,S-177
9789BU-4, $ 59.00 , Net ,OTTOMAN,35.20,10.03,S-177
9789CF-3LC, $ 195.00 , Net ,REVERSIBLE SOFA CHAISE,127.60,35.40,S-175
9789CF-4, $ 59.00 , Net ,OTTOMAN,35.20,10.03,S-175
9789DG-3LC, $ 195.00 , Net ,REVERSIBLE SOFA CHAISE,127.60,35.40,S-176
9789DG-4, $ 59.00 , Net ,OTTOMAN,35.20,10.03,S-176
9789TL-3LC, $ 195.00 , Net ,REVERSIBLE SOFA CHAISE,127.60,35.40,S-177
9789TL-4, $ 59.00 , Net ,OTTOMAN,35.20,10.03,S-177
9805DG-1PW, $ 399.00 , Net ,POWER RECLINING CHAIR,112.72,25.20,S-68
9805DG-2PW, $ 529.00 , Net ,POWER DOUBLE RECLINING LOVE SEAT,181.13,39.30,S-68
9805DG-3PW, $ 549.00 , Net ,POWER DOUBLE RECLINING SOFA,219.84,52.20,S-68
9808-1, $ 199.00 , Net ,"CHAIR W/ PULL-OUT OTTOMAN, 100% POLYESTER",120.00,31.28,Y-64
9808*SC, $ 419.00 , Net ,2PC SET: SECTIONAL,202.60,83.76,Y-64
9815-04, $ 109.00 ,,END TABLE,19.20,5.74,T-46
9815-05, $ 129.00 ,,SOFA TABLE,20.85,5.24,T-46
9815-30, $ 129.00 ,,COCKTAIL TABLE,23.85,7.03,T-46
9815-1, $ 299.00 , Net ,CHAIR,118.80,37.51,S-88
9815-2, $ 379.00 , Net ,LOVE SEAT,154.00,52.53,S-88
9815-3, $ 399.00 , Net ,SOFA ,203.50,69.14,S-88
9901CC-1, $ 189.00 , Net ,GLIDER RECLINING CHAIR,95.70,20.64,S-29
9901CC-2, $ 319.00 , Net ,DOUBLE RECLINING LOVE SEAT WITH CENTER CONSOLE,136.40,39.17,S-29
9901CC-3, $ 319.00 , Net ,DOUBLE RECLINING SOFA,151.80,42.99,S-29
9903DB-1, $ 199.00 , Net ,GLIDER RECLINING CHAIR,107.80,26.57,S-31
9903DB-2, $ 319.00 , Net ,DOUBLE RECLINING LOVE SEAT WITH CENTER CONSOLE,211.20,46.63,S-31
9903DB-3, $ 319.00 , Net ,DOUBLE RECLINING SOFA,217.80,53.09,S-31
9903DB-1PW, $ 239.00 , Net ,POWER RECLINING CHAIR,114.40,26.57,S-31
9903DB-2PW, $ 399.00 , Net ,POWER DOUBLE RECLINING LOVE SEAT WITH CENTER CONSOLE,222.20,46.63,S-31
9903DB-3PW, $ 399.00 , Net ,POWER DOUBLE RECLINING SOFA,228.80,53.09,S-31
9903GY-1, $ 199.00 , Net ,GLIDER RECLINING CHAIR,107.80,26.57,S-32
9903GY-2, $ 319.00 , Net ,DOUBLE RECLINING LOVE SEAT WITH CENTER CONSOLE,211.20,46.63,S-32
9903GY-3, $ 319.00 , Net ,DOUBLE RECLINING SOFA,217.80,53.09,S-32
9903GY-1PW, $ 239.00 , Net ,POWER RECLINING CHAIR,114.40,26.57,S-32
9903GY-2PW, $ 399.00 , Net ,POWER DOUBLE RECLINING LOVE SEAT WITH CENTER CONSOLE,222.20,46.63,S-32
9903GY-3PW, $ 399.00 , Net ,POWER DOUBLE RECLINING SOFA,228.80,53.09,S-32
9906BRW-1, $ 189.00 , Net ,GLIDER RECLINING CHAIR,113.30,18.74,S-56
9906BRW-2, $ 259.00 , Net ,DOUBLE RECLINING LOVE SEAT,162.80,29.16,S-56
9906BRW-3, $ 279.00 , Net ,DOUBLE RECLINING SOFA,196.90,38.18,S-56
9906GRY-1, $ 189.00 , Net ,GLIDER RECLINING CHAIR,113.30,18.74,S-55
9906GRY-2, $ 259.00 , Net ,DOUBLE RECLINING LOVE SEAT,162.80,29.16,S-55
9906GRY-3, $ 279.00 , Net ,DOUBLE RECLINING SOFA,196.90,38.18,S-55
9907BR-1, $ 279.00 , Net ,RECLINING CHAIR,107.80,16.70,S-74
9907BR-2, $ 379.00 , Net ,DOUBLE RECLINING LOVE SEAT,172.70,27.53,S-74
9907BR-3, $ 399.00 , Net ,DOUBLE RECLINING SOFA,204.60,37.00,S-74
9907DG-1, $ 279.00 , Net ,RECLINING CHAIR,107.80,16.70,S-73
9907DG-2, $ 379.00 , Net ,DOUBLE RECLINING LOVE SEAT,172.70,27.53,S-73
9907DG-3, $ 399.00 , Net ,DOUBLE RECLINING SOFA,204.60,37.00,S-73
9909BR-3, $ 179.88 ,,(1/2) REVERSIBLE 3-SEATER,96.80,27.00,S-168
9909BR-5, $ 179.12 ,,(2/2) REVERSIBLE CHAISE,105.60,29.00,S-168
9909BR-4, $ 50.00 ,,OTTOMAN,29.88,6.00,S-168
9909BR-3*, $ 359.00 ,,(2) SECTIONAL AS SHOWN ON S-168 BOTTOM,202.40,56.00,S-168
9909CH-3, $ 179.88 ,,(1/2) REVERSIBLE 3-SEATER,110.00,27.00,S-168
9909CH-5, $ 179.12 ,,(2/2) REVERSIBLE CHAISE,105.60,29.00,S-168
9909CH-4, $ 50.00 ,,OTTOMAN,33.00,6.00,S-168
9909CH-3*, $ 359.00 ,,(2) SECTIONAL AS SHOWN ON S-168 TOP,215.60,56.00,S-168
9911DBR-1, $ 209.00 , Net ,GLIDER RECLINING CHAIR,116.60,25.59,S-30
9911DBR-2, $ 339.00 , Net ,DOUBLE RECLINING LOVE SEAT,220.00,46.84,S-30
9911DBR-3, $ 339.00 , Net ,DOUBLE RECLINING SOFA,224.40,52.58,S-30
9911DBR-1PWH, $ 289.00 , Net ,POWER RECLINING CHAIR WITH POWER HEADREST,123.20,25.59,S-30
9911DBR-2PWH, $ 499.00 , Net ,POWER DOUBLE RECLINING LOVE SEAT WITH POWER HEADRESTS,233.20,46.84,S-30
9911DBR-3PWH, $ 499.00 , Net ,POWER DOUBLE RECLINING SOFA WITH POWER HEADRESTS,237.60,52.58,S-30
9914-1, $ 159.00 , Net ,GLIDER RECLINING CHAIR,93.28,17.33,S-15
9914-2LCN, $ 225.06 , Net ,(1/3) LEFT SIDE RECLINING LOVE SEAT WITH CENTER CONSOLE,141.97,29.67,S-15
9914-2RCN, $ 224.88 , Net ,(2/3) RIGHT SIDE RECLINING LOVE SEAT WITH CENTER CONSOLE,141.97,29.67,S-15
9914-CR, $ 149.06 , Net ,(3/3) CORNER SEAT,72.00,29.19,S-15
9914*SC, $ 599.00 , Net ,3PC SET: 2LCN + CR + 2RCN,355.94,88.53,S-15
9914CH-1, $ 159.00 , Net ,GLIDER RECLINING CHAIR,93.28,17.33,S-16
9914CH-2LCN, $ 225.06 , Net ,(1/3) LEFT SIDE RECLINING LOVE SEAT WITH CENTER CONSOLE,141.97,29.67,S-16
9914CH-2RCN, $ 224.88 , Net ,(2/3) RIGHT SIDE RECLINING LOVE SEAT WITH CENTER CONSOLE,141.97,29.67,S-16
9914CH-CR, $ 149.06 , Net ,(3/3) CORNER SEAT,72.00,29.19,S-16
9914CH*SC, $ 599.00 , Net ,3PC SET: 2LCN + CR + 2RCN,355.94,88.53,S-16
9917DB-L, $ 129.88 , Net ,"LEFT SIDE CHAISE, PUSH BACK RECLINER",92.40,22.69,S-23
9917DB-R, $ 169.12 , Net ,RIGHT SIDE RECLINING LOVE SEAT WITH CENTER CONSOLE,121.00,30.68,S-23
9917DB*, $ 299.00 , Net ,2PC SET: SECTIONAL,213.40,53.37,S-23
9919BE-1, $ 129.00 , Net ,CHAIR,63.80,19.52,S-123
9919BE-2, $ 179.00 , Net ,LOVE SEAT,96.80,33.91,S-123
9919BE-3, $ 199.00 , Net ,SOFA ,110.00,41.61,S-123
9919GY-1, $ 129.00 , Net ,CHAIR,63.80,19.52,S-124
9919GY-2, $ 179.00 , Net ,LOVE SEAT,96.80,33.91,S-124
9919GY-3, $ 199.00 , Net ,SOFA ,110.00,41.61,S-124
9920RF-1PWH, $ 279.00 , Net ,POWER RECLINING CHAIR WITH POWER HEADREST,110.00,18.94,S-50
9920RF-2PWH, $ 459.00 , Net ,POWER DOUBLE RECLINING LOVE SEAT WITH POWER HEADRESTS,191.40,27.01,S-50
9920RF-3PWH, $ 479.00 , Net ,POWER DOUBLE RECLINING SOFA WITH POWER HEADRESTS,228.80,37.30,S-50
9922CN-1, $ 149.00 , Net ,CHAIR,75.90,22.03,S-92
9922CN-2, $ 209.00 , Net ,LOVE SEAT,102.30,33.29,S-92
9922CN-3, $ 229.00 , Net ,SOFA ,129.80,44.69,S-92
9923DBR-L, $ 149.88 , Net ,(1/2) LEFT SIDE CHAISE,92.40,23.28,S-154
9923DBR-R, $ 149.12 , Net ,(2/2) RIGHT SIDE 2-SEATER,92.40,21.29,S-154
9923DBR*, $ 299.00 , Net ,2PC SET: SECTIONAL,184.80,44.57,S-154
9924DBR-4, $ 99.00 , Net ,OTTOMAN,63.80,19.94,S-155
9924DBR-L, $ 175.88 , Net ,(1/2) LEFT SIDE 2-SEATER,92.40,33.51,S-155
9924DBR-R, $ 173.12 , Net ,(2/2) RIGHT SIDE CHAISE,90.20,31.34,S-155
9924DBR*, $ 349.00 , Net ,2PC SET: SECTIONAL,182.60,64.85,S-155
9924GRY-4, $ 99.00 , Net ,OTTOMAN,63.80,19.94,S-156
9924GRY-L, $ 175.88 , Net ,(1/2) LEFT SIDE 2-SEATER,92.40,33.51,S-156
9924GRY-R, $ 173.12 , Net ,(2/2) RIGHT SIDE CHAISE,90.20,31.34,S-156
9924GRY*, $ 349.00 , Net ,2PC SET: SECTIONAL,182.60,64.85,S-156
9928BLK-1, $ 159.00 , Net ,GLIDER RECLINING CHAIR,94.60,15.73,S-40
9928BLK-2, $ 245.00 , Net ,DOUBLE GLIDER RECLINING LOVE SEAT WITH CENTER CONSOLE,187.00,29.78,S-40
9928BLK-3, $ 245.00 , Net ,DOUBLE RECLINING SOFA WITH CENTER DROP-DOWN CUP HOLDERS,193.60,33.78,S-40
9928DBR-1, $ 159.00 , Net ,GLIDER RECLINING CHAIR,94.60,15.73,S-39
9928DBR-2, $ 245.00 , Net ,DOUBLE GLIDER RECLINING LOVE SEAT WITH CENTER CONSOLE,187.00,29.78,S-39
9928DBR-3, $ 245.00 , Net ,DOUBLE RECLINING SOFA WITH CENTER DROP-DOWN CUP HOLDERS,193.60,33.78,S-39
9935GY-1, $ 119.00 , Net ,CHAIR,71.28,15.65,S-143
9935GY-2, $ 179.00 , Net ,LOVE SEAT,93.94,25.88,S-143
9935GY-3, $ 199.00 , Net ,SOFA ,119.24,36.42,S-143
9935RD-1, $ 119.00 , Net ,CHAIR,71.28,15.65,S-144
9935RD-2, $ 179.00 , Net ,LOVE SEAT,84.04,25.88,S-144
9935RD-3, $ 199.00 , Net ,SOFA ,119.24,36.42,S-144
9937-1PWH, $ 289.00 , Net ,POWER RECLINING CHAIR WITH POWER HEADREST,121.44,24.84,S-49
9937-2PWH, $ 479.00 , Net ,POWER DOUBLE RECLINING LOVE SEAT WITH POWER HEADRESTS,188.54,38.32,S-49
9937-3PWH, $ 499.00 , Net ,POWER DOUBLE RECLINING SOFA WITH POWER HEADRESTS,240.46,52.03,S-49
9938GY-1, $ 139.00 , Net ,CHAIR,77.00,18.05,S-98
9938GY-2, $ 189.00 , Net ,LOVE SEAT,102.96,28.52,S-98
9938GY-3, $ 209.00 , Net ,SOFA ,135.74,38.97,S-98
9938GY-3SL, $ 329.00 , Net ,SOFA WITH SLEEPER,209.00,48.73,S-98
9938SN-1, $ 139.00 , Net ,CHAIR,77.00,18.05,S-97
9938SN-2, $ 189.00 , Net ,LOVE SEAT,102.96,28.52,S-97
9938SN-3, $ 209.00 , Net ,SOFA ,135.74,38.97,S-97
9938SN-3SL, $ 329.00 , Net ,SOFA WITH SLEEPER,209.00,48.73,S-97
9940BK-1, $ 99.00 , Net ,CHAIR,32.00,18.22,S-152
9940BK-2, $ 139.00 , Net ,LOVE SEAT,43.00,26.86,S-152
9940BK-3, $ 160.00 , Net ,SOFA ,52.00,33.96,S-152
9940DB-1, $ 99.00 , Net ,CHAIR,32.00,18.22,S-151
9940DB-2, $ 139.00 , Net ,LOVE SEAT,43.00,26.86,S-151
9940DB-3, $ 160.00 , Net ,SOFA ,52.00,33.96,S-151
9944SN-1, $ 129.00 , Net ,CHAIR,66.00,17.65,S-117
9944SN-2, $ 179.00 , Net ,LOVE SEAT,99.00,29.20,S-117
9944SN-3, $ 199.00 , Net ,SOFA ,123.20,36.65,S-117
9944TL-1, $ 129.00 , Net ,CHAIR,66.00,17.65,S-118
9944TL-2, $ 179.00 , Net ,LOVE SEAT,99.00,29.20,S-118
9944TL-3, $ 199.00 , Net ,SOFA ,123.20,36.65,S-118
9957CH-2, $ 119.00 , Net ,LOVE SEAT,88.00,15.71,S-161
9957CH-3, $ 139.00 , Net ,SOFA ,96.80,19.08,S-161
9957CH*SC, $ 299.00 , Net ,REVERSIBLE SECTIONAL,223.08,42.06,S-163
9957GY-2, $ 119.00 , Net ,LOVE SEAT,88.00,15.71,S-162
9957GY-3, $ 139.00 , Net ,SOFA ,96.80,19.08,S-162
9957GY*SC, $ 299.00 , Net ,REVERSIBLE SECTIONAL,223.08,42.06,S-163
9967-3SC, $ 199.00 , Net ,REVERSIBLE SOFA CHAISE,140.47,36.76,S-174
9969BK-L, $ 279.88 , Net ,(1/2) LEFT SIDE 2-SEATER,103.40,22.58,S-83
9969BK-R, $ 319.12 , Net ,(2/2) RIGHT SIDE CHAISE,129.80,30.41,S-83
9969BK*, $ 599.00 , Net ,2PC SET: SECTIONAL,233.20,52.99,S-83
9969GY-L, $ 279.88 , Net ,(1/2) LEFT SIDE 2-SEATER,103.40,22.58,S-84
9969GY-R, $ 319.12 , Net ,(2/2) RIGHT SIDE CHAISE,129.80,30.41,S-84
9969GY*, $ 599.00 , Net ,2PC SET: SECTIONAL,233.20,52.99,S-84
9979BRG-1, $ 69.00 , Net ,CHAIR,40.70,9.30,S-150
9979BRG-2, $ 99.00 , Net ,LOVE SEAT,52.70,15.83,S-150
9979BRG-3, $ 119.00 , Net ,SOFA ,74.80,22.45,S-150
9979DGY-1, $ 69.00 , Net ,CHAIR,40.70,9.30,S-149
9979DGY-2, $ 99.00 , Net ,LOVE SEAT,52.70,15.83,S-149
9979DGY-3, $ 119.00 , Net ,SOFA ,74.80,22.45,S-149
9979GRY-1, $ 69.00 , Net ,CHAIR,40.70,9.30,S-150
9979GRY-2, $ 99.00 , Net ,LOVE SEAT,52.70,15.83,S-150
9979GRY-3, $ 119.00 , Net ,SOFA ,74.80,22.45,S-150
9980-1, $ 209.00 , Net ,GLIDER RECLINING CHAIR,101.20,24.02,S-48
9980-2, $ 279.00 , Net ,DOUBLE RECLINING LOVE SEAT,151.80,38.32,S-48
9980-3, $ 299.00 , Net ,DOUBLE RECLINING SOFA,217.80,51.47,S-48
9990DB-1, $ 179.00 , Net ,LAY FLAT RECLINING CHAIR,88.00,15.96,S-38
9990DB-2, $ 299.00 , Net ,DOUBLE LAY FLAT RECLINING LOVE SEAT WITH CENTER CONSOLE,187.00,32.32,S-38
9990DB-3, $ 299.00 , Net ,DOUBLE LAY FLAT RECLINING SOFA WITH CENTER DROP-DOWN CUP HOLDERS,201.30,36.61,S-38
9990GY-1, $ 179.00 , Net ,LAY FLAT RECLINING CHAIR,88.00,15.96,S-37
9990GY-2, $ 299.00 , Net ,DOUBLE LAY FLAT RECLINING LOVE SEAT WITH CENTER CONSOLE,187.00,32.32,S-37
9990GY-3, $ 299.00 , Net ,DOUBLE LAY FLAT RECLINING SOFA WITH CENTER DROP-DOWN CUP HOLDERS,201.30,36.61,S-37
9999DG-1, $ 229.00 , Net ,LAY FLAT RECLINING CHAIR,121.00,24.50,S-52
9999DG-2, $ 309.00 , Net ,DOUBLE LAY FLAT RECLINING LOVE SEAT,177.10,37.85,S-52
9999DG-3, $ 329.00 , Net ,DOUBLE LAY FLAT RECLINING SOFA,218.90,51.04,S-52
9999GY-1, $ 229.00 , Net ,LAY FLAT RECLINING CHAIR,121.00,24.50,S-51
9999GY-2, $ 309.00 , Net ,DOUBLE LAY FLAT RECLINING LOVE SEAT,177.10,37.85,S-51
9999GY-3, $ 329.00 , Net ,DOUBLE LAY FLAT RECLINING SOFA,218.90,51.04,S-51
B1799-1*, $ 399.00 ,,(3) TWIN/TWIN BUNK BED,224.40,21.30,Y-6
B1799-1F*, $ 468.00 ,,(4) TWIN/FULL BUNK BED,272.80,26.00,Y-6
B1799F-1*, $ 229.00 ,,(3) FULL BED,121.13,16.10,Y-6
B1799T-1*, $ 199.00 ,,(3) TWIN BED,104.50,11.92,Y-6
B1799-4, $ 109.00 ,,NIGHT STAND,68.20,8.58,Y-5
B1799-5, $ 269.00 ,,DRESSER,139.70,23.50,Y-5
B1799-6, $ 73.00 ,,MIRROR,29.70,3.47,Y-5
